name	bsever	status	type	lastModified	contrbutionPI	contributor	abstract	filepath
cc-pV5Z-PP-RI		published	orbital	Tue, 01 Sep 2009 23:39:10 GMT	Christof Hattig	Christof H�ttig	auxiliary basis sets for for second-order correlation methods using the resolution-of-the-identity approximation for electron repulsion integrals (RI-MP2, RI-CC2, RI-CIS(D), RI-ADC(2),...)	/files/projects/Basis_Set_Curators/Gaussian/contrib/haettig_new_27/CC-PV5Z-PP-RI.xml
cc-pV5Z-RI		published	orbital	Wed, 30 Apr 2008 23:36:21 GMT	Christof Hattig	Christof H�ttig		/files/projects/Basis_Set_Curators/Gaussian/contrib/haettig_new_5/CC-PV5Z-RI.xml
cc-pV5Z(fi/sf/fw)		published	orbital	Mon, 15 Jan 2007 23:44:50 GMT		Dr. David Feller	V5Z4P   Relativistic Valence Quintuple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PV5Z_FI_SF_FW.xml
cc-pV5Z(fi/sf/lc)		published	orbital	Mon, 15 Jan 2007 23:44:40 GMT		Dr. David Feller	V5Z4P   Relativistic Valence Quintuple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PV5Z_FI_SF_LC.xml
cc-pV5Z(fi/sf/sc)		published	orbital	Mon, 15 Jan 2007 23:44:40 GMT		Dr. David Feller	V5Z4P   Relativistic Valence Quintuple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PV5Z_FI_SF_SC.xml
cc-pV5Z(pt/sf/fw)		published	orbital	Mon, 15 Jan 2007 23:44:52 GMT		Dr. David Feller	V5Z4P   Relativistic Valence Quintuple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PV5Z_PT_SF_FW.xml
cc-pV5Z(pt/sf/lc)		published	orbital	Mon, 15 Jan 2007 23:44:45 GMT		Dr. David Feller	V5Z4P   Relativistic Valence Quintuple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PV5Z_PT_SF_LC.xml
cc-pV5Z(pt/sf/sc)		published	orbital	Mon, 15 Jan 2007 23:44:46 GMT		Dr. David Feller	V5Z4P   Relativistic Valence Quintuple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PV5Z_PT_SF_SC.xml
cc-pV6Z	0,1	published	orbital	Fri, 03 Sep 2010 18:42:31 GMT		Dr. David Feller	V6Z5P   Valence Sextuple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PV6Z.xml
cc-pV6Z-RI		published	orbital	Thu, 06 Nov 2008 18:50:09 GMT	Christof Hattig	Christof H�ttig		/files/projects/Basis_Set_Curators/Gaussian/contrib/haettig_new_12/CC-PV6Z-RI.xml
cc-pV8Z		published	orbital	Thu, 15 Jul 2010 19:30:23 GMT		Dr. David Feller	V7Z6P   Valence Octuple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PV8Z.xml
cc-pV9Z		published	orbital	Mon, 15 Jan 2007 23:46:33 GMT		Dr. David Feller	V7Z6P   Valence Octuple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PV9Z.xml
cc-pVDZ	0,1	published	orbital	Mon, 14 Feb 2011 22:40:16 GMT		Dr. David Feller	VDZP    Valence Double Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVDZ.xml
cc-pVDZ-DK	0	published	orbital	Tue, 15 Feb 2011 23:03:41 GMT		Dr. David Feller	VDZP    Douglas-Kroll Valence Double Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVDZ-DK.xml
cc-pVDZ-DK3	0	published	orbital	Fri, 14 Oct 2016 22:15:21 GMT	Kirk Peterson	Kirk Peterson	DKH3-contracted correlation consistent valence polarized basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/kipeters_new_30/CC-PVDZ-DK3.xml
cc-pVDZ-F12		published	orbital	Fri, 08 Jun 2012 18:34:46 GMT	Kirk Peterson	Kirk Peterson	correlation consistent F12 basis sets	/files/projects/Basis_Set_Curators/Gaussian/contrib/kipeters_new_8/CC-PVDZ-F12.xml
cc-pVDZ-F12 MP2 Fitting		published	orbital	Mon, 11 Jul 2016 18:01:51 GMT	Grant Hill	Grant Hill	Auxiliary basis set matched to cc-pVDZ-F12	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_49/CC-PVDZ-F12MP2FITTING.xml
cc-pVDZ-F12_OPTRI		published	orbital	Fri, 08 Jun 2012 18:42:39 GMT	Kirk Peterson	Kirk Peterson	CABS RI basis sets for F12 matched to cc-pVnZ-F12 orbital basis sets	/files/projects/Basis_Set_Curators/Gaussian/contrib/kipeters_new_16/CC-PVDZ-F12_OPTRI.xml
cc-pVDZ-fit2-1		published	polarization	Mon, 15 Jan 2007 23:44:59 GMT		Dr. David Feller	VDZP    RI-MP2 double zeta fitting basis set	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVDZ-FIT2-1.xml
cc-pVDZ-PP		published	ecporb	Fri, 23 Oct 2009 21:38:29 GMT		Dr. David Feller	VDZP    Valence Double Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVDZ-PP.xml
cc-pVDZ-PP MP2 Fitting		published	orbital	Fri, 08 Jun 2012 18:18:06 GMT	Grant Hill	Grant Hill	MP2 auxiliary basis set for use with the cc-pVDZ-PP AO basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_2/CC-PVDZ-PPMP2FITTING.xml
cc-pVDZ-PP-RI		published	orbital	Tue, 01 Sep 2009 23:40:06 GMT	Christof Hattig	Christof H�ttig	auxiliary basis sets for for second-order correlation methods using the resolution-of-the-identity approximation for electron repulsion integrals (RI-MP2, RI-CC2, RI-CIS(D), RI-ADC(2),...)	/files/projects/Basis_Set_Curators/Gaussian/contrib/haettig_new_21/CC-PVDZ-PP-RI.xml
cc-pVDZ-RI		published	orbital	Wed, 30 Apr 2008 23:43:27 GMT	Christof Hattig	Christof H�ttig		/files/projects/Basis_Set_Curators/Gaussian/contrib/haettig_new/CC-PVDZ-RI.xml
cc-pVDZ(fi/sf/fw)		published	orbital	Mon, 15 Jan 2007 23:44:52 GMT		Dr. David Feller	VDZP    Relativistic Valence Double Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVDZ_FI_SF_FW.xml
cc-pVDZ(fi/sf/lc)		published	orbital	Mon, 15 Jan 2007 23:44:43 GMT		Dr. David Feller	VDZP    Relativistic Valence Double Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVDZ_FI_SF_LC.xml
cc-pVDZ(fi/sf/sc)		published	orbital	Mon, 15 Jan 2007 23:44:44 GMT		Dr. David Feller	VDZP    Relativistic Valence Double Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVDZ_FI_SF_SC.xml
cc-pVDZ(pt/sf/fw)		published	orbital	Mon, 15 Jan 2007 23:44:55 GMT		Dr. David Feller	VDZP    Relativistic Valence Double Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVDZ_PT_SF_FW.xml
cc-pVDZ(pt/sf/lc)		published	orbital	Mon, 15 Jan 2007 23:44:49 GMT		Dr. David Feller	VDZP    Relativistic Valence Double Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVDZ_PT_SF_LC.xml
cc-pVDZ(pt/sf/sc)		published	orbital	Mon, 15 Jan 2007 23:44:49 GMT		Dr. David Feller	VDZP    Relativistic Valence Double Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVDZ_PT_SF_SC.xml
cc-pVDZ(seg-opt)		published	orbital	Mon, 15 Jan 2007 23:46:31 GMT		Dr. David Feller	VDZP    Valence Double Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVDZ_OPT1.xml
cc-pVQZ	0,1	published	orbital	Mon, 26 Jan 2009 19:22:37 GMT		Dr. David Feller	VQZ3P   Valence Quadruple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVQZ.xml
cc-pVQZ-DK	0	published	orbital	Tue, 03 Jul 2007 23:57:12 GMT		Dr. David Feller	VQZ3P   Douglas-Kroll Valence Quadruple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVQZ-DK.xml
cc-pVQZ-DK3	0	published	orbital	Fri, 14 Oct 2016 22:21:28 GMT	Kirk Peterson	Kirk Peterson	DKH3-contracted correlation consistent valence polarized basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/kipeters_new_35/CC-PVQZ-DK3.xml
cc-pVQZ-F12		published	orbital	Fri, 08 Jun 2012 18:45:04 GMT	Kirk Peterson	Kirk Peterson	correlation consistent F12 basis sets	/files/projects/Basis_Set_Curators/Gaussian/contrib/kipeters_new_10/CC-PVQZ-F12.xml
cc-pVQZ-F12 MP2 Fitting		published	orbital	Mon, 11 Jul 2016 18:03:11 GMT	Grant Hill	Grant Hill	Auxiliary basis set matched to cc-pVQZ-F12	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_51/CC-PVQZ-F12MP2FITTING.xml
cc-pVQZ-F12_OPTRI		published	orbital	Fri, 08 Jun 2012 18:46:12 GMT	Kirk Peterson	Kirk Peterson	CABS RI basis sets for F12 matched to cc-pVnZ-F12 orbital basis sets	/files/projects/Basis_Set_Curators/Gaussian/contrib/kipeters_new_18/CC-PVQZ-F12_OPTRI.xml
cc-pVQZ-NR MP2 Fitting		published	orbital	Fri, 09 May 2014 22:12:19 GMT	Grant Hill	Grant Hill	MP2 auxiliary basis for use with cc-pVQZ-NR AO basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_45/CC-PVQZ-NRMP2FITTING.xml
cc-pVQZ-PP		published	ecporb	Fri, 23 Oct 2009 21:40:42 GMT		Dr. David Feller	VQZP    Valence Quadruple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVQZ-PP.xml
cc-pVQZ-PP MP2 Fitting		published	orbital	Tue, 26 Jun 2012 17:31:02 GMT	Grant Hill	Grant Hill	MP2 auxiliary basis set for use with cc-pVQZ-PP AO basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_4/CC-PVQZ-PPMP2FITTING.xml
cc-pVQZ-PP-RI		published	orbital	Tue, 01 Sep 2009 23:41:22 GMT	Christof Hattig	Christof H�ttig	auxiliary basis sets for for second-order correlation methods using the resolution-of-the-identity approximation for electron repulsion integrals (RI-MP2, RI-CC2, RI-CIS(D), RI-ADC(2),...)	/files/projects/Basis_Set_Curators/Gaussian/contrib/haettig_new_20/CC-PVQZ-PP-RI.xml
cc-pVQZ-RI		published	orbital	Wed, 30 Apr 2008 23:38:41 GMT	Christof Hattig	Christof H�ttig		/files/projects/Basis_Set_Curators/Gaussian/contrib/haettig_new_4/CC-PVQZ-RI.xml
cc-pVQZ(fi/sf/fw)		published	orbital	Mon, 15 Jan 2007 23:44:50 GMT		Dr. David Feller	VQZ3P   Relativistic Valence Quadruple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVQZ_FI_SF_FW.xml
cc-pVQZ(fi/sf/lc)		published	orbital	Mon, 15 Jan 2007 23:44:41 GMT		Dr. David Feller	VQZ3P   Relativistic Valence Quadruple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVQZ_FI_SF_LC.xml
cc-pVQZ(fi/sf/sc)		published	orbital	Mon, 15 Jan 2007 23:44:42 GMT		Dr. David Feller	VQZ3P   Relativistic Valence Quadruple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVQZ_FI_SF_SC.xml
cc-pVQZ(pt/sf/fw)		published	orbital	Mon, 15 Jan 2007 23:44:53 GMT		Dr. David Feller	VQZ3P   Relativistic Valence Quadruple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVQZ_PT_SF_FW.xml
cc-pVQZ(pt/sf/lc)		published	orbital	Mon, 15 Jan 2007 23:44:46 GMT		Dr. David Feller	VQZ3P   Relativistic Valence Quadruple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVQZ_PT_SF_LC.xml
cc-pVQZ(pt/sf/sc)		published	orbital	Mon, 15 Jan 2007 23:44:47 GMT		Dr. David Feller	VQZ3P   Relativistic Valence Quadruple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVQZ_PT_SF_SC.xml
cc-pVQZ(seg-opt)		published	orbital	Mon, 15 Jan 2007 23:46:30 GMT		Dr. David Feller	VQZ3P   Valence Quadruple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVQZ_OPT1.xml
cc-pVTZ	0,1	published	orbital	Thu, 18 Nov 2010 15:31:02 GMT		Dr. David Feller	VTZ2P   Valence Triple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVTZ.xml
cc-pVTZ MP2 Fitting		published	orbital	Thu, 06 Nov 2008 18:53:32 GMT	Grant Hill	Grant Hill	MP2 auxiliary basis to be used with cc-pVTZ-NR AO basis	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_1/CC-PVTZ-NRMP2FITTING.xml
cc-pVTZ-DK	0	published	orbital	Wed, 30 Apr 2008 22:34:12 GMT		Dr. David Feller	VTZ2P   Douglas-Kroll Valence Triple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVTZ-DK.xml
cc-pVTZ-DK3	0	published	orbital	Fri, 14 Oct 2016 22:19:58 GMT	Kirk Peterson	Kirk Peterson	DKH3-contracted correlation consistent valence polarized basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/kipeters_new_34/CC-PVTZ-DK3.xml
cc-pVTZ-F12		published	orbital	Fri, 08 Jun 2012 18:46:44 GMT	Kirk Peterson	Kirk Peterson	correlation consistent F12 basis sets	/files/projects/Basis_Set_Curators/Gaussian/contrib/kipeters_new_9/CC-PVTZ-F12.xml
cc-pVTZ-F12 MP2 Fitting		published	orbital	Mon, 11 Jul 2016 18:02:31 GMT	Grant Hill	Grant Hill	Auxiliary basis set matched to cc-pVTZ-F12	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_50/CC-PVTZ-F12MP2FITTING.xml
cc-pVTZ-F12_OPTRI		published	orbital	Fri, 08 Jun 2012 18:47:16 GMT	Kirk Peterson	Kirk Peterson	CABS RI basis sets for F12 matched to cc-pVnZ-F12 orbital basis sets	/files/projects/Basis_Set_Curators/Gaussian/contrib/kipeters_new_17/CC-PVTZ-F12_OPTRI.xml
cc-pVTZ-fit2-1		published	polarization	Mon, 15 Jan 2007 23:44:58 GMT		Dr. David Feller	VTZP    RI-MP2 triple zeta fitting basis set	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVTZ-FIT2-1.xml
cc-pVTZ-PP		published	ecporb	Fri, 23 Oct 2009 21:40:20 GMT		Dr. David Feller	VTZP    Valence Triple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVTZ-PP.xml
cc-pVTZ-PP MP2 Fitting		published	orbital	Tue, 26 Jun 2012 17:31:37 GMT	Grant Hill	Grant Hill	MP2 auxiliary basis for use cc-pVTZ-PP AO basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_3/CC-PVTZ-PPMP2FITTING.xml
cc-pVTZ-PP-RI		published	orbital	Tue, 01 Sep 2009 23:45:36 GMT	Christof Hattig	Christof H�ttig	auxiliary basis sets for for second-order correlation methods using the resolution-of-the-identity approximation for electron repulsion integrals (RI-MP2, RI-CC2, RI-CIS(D), RI-ADC(2),...)	/files/projects/Basis_Set_Curators/Gaussian/contrib/haettig_new_19/CC-PVTZ-PP-RI.xml
cc-pVTZ-RI		published	orbital	Wed, 30 Apr 2008 23:39:19 GMT	Christof Hattig	Christof H�ttig		/files/projects/Basis_Set_Curators/Gaussian/contrib/haettig_new_3/CC-PVTZ-RI.xml
cc-pVTZ(fi/sf/fw)		published	orbital	Mon, 15 Jan 2007 23:44:51 GMT		Dr. David Feller	VTZ2P   Relativistic Valence Triple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVTZ_FI_SF_FW.xml
cc-pVTZ(fi/sf/lc)		published	orbital	Mon, 15 Jan 2007 23:44:42 GMT		Dr. David Feller	VTZ2P   Relativistic Valence Triple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVTZ_FI_SF_LC.xml
cc-pVTZ(fi/sf/sc)		published	orbital	Mon, 15 Jan 2007 23:44:43 GMT		Dr. David Feller	VTZ2P   Relativistic Valence Triple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVTZ_FI_SF_SC.xml
cc-pVTZ(pt/sf/fw)		published	orbital	Mon, 15 Jan 2007 23:44:54 GMT		Dr. David Feller	VTZ2P   Relativistic Valence Triple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVTZ_PT_SF_FW.xml
cc-pVTZ(pt/sf/lc)		published	orbital	Mon, 15 Jan 2007 23:44:48 GMT		Dr. David Feller	VTZ2P   Relativistic Valence Triple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVTZ_PT_SF_LC.xml
cc-pVTZ(pt/sf/sc)		published	orbital	Mon, 15 Jan 2007 23:44:48 GMT		Dr. David Feller	VTZ2P   Relativistic Valence Triple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVTZ_PT_SF_SC.xml
cc-pVTZ(seg-opt)		published	orbital	Mon, 15 Jan 2007 23:46:30 GMT		Dr. David Feller	VTZ2P   Valence Triple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PVTZ_OPT1.xml
cc-pwCV5Z	0	published	orbital	Mon, 15 Jan 2007 23:46:18 GMT		Dr. David Feller	5Z4P    Quintuple Zeta + Polarization + Tight Core	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PWCV5Z-AGG.xml
cc-pwCV5Z Core Set		published	orbital	Mon, 04 Apr 2011 17:42:25 GMT		Dr. David Feller	V5Z4P   Valence Quintuple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PWCV5Z0.xml
cc-pwCV5Z Tight		published	tight	Mon, 15 Jan 2007 23:44:07 GMT		Dr. David Feller	4T      Tight Functions	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PWCV5Z.xml
cc-pwCV5Z-DK		published	orbital	Thu, 06 Nov 2008 18:48:54 GMT		Dr. David Feller	5Z4P    All-electron Douglas-Kroll Core-Valence Quintuple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PWCV5Z-DK.xml
cc-pwCV5Z-NR		published	orbital	Mon, 15 Jan 2007 23:45:46 GMT		Dr. David Feller	5Z4P    All-electron non-relativistic Core-Valence Quintuple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PWCV5Z-NR.xml
cc-pwCV5Z-PP		published	ecporb	Mon, 04 Apr 2011 19:41:59 GMT		Dr. David Feller	5Z4P    Pseudopotential weighted Core-Valence Triple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PWCV5Z-PP.xml
cc-pwCV5Z-PP MP2 Fitting		published	orbital	Fri, 09 May 2014 23:25:07 GMT	Grant Hill	Grant Hill	cc-pwCV5Z-PP MP2 fitting auxiliary basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_25/CC-PWCV5Z-PPMP2FITTING.xml
cc-pwCV5Z-RI		published	orbital	Tue, 01 Sep 2009 23:46:56 GMT	Christof Hattig	Christof H�ttig	auxiliary basis sets for for second-order correlation methods using the resolution-of-the-identity approximation for electron repulsion integrals (RI-MP2, RI-CC2, RI-CIS(D), RI-ADC(2),...)	/files/projects/Basis_Set_Curators/Gaussian/contrib/haettig_new_31/CC-PWCV5Z-RI.xml
cc-pwCV5Z-RI tight		published	orbital	Wed, 30 Apr 2008 23:57:20 GMT	Christof Hattig	Christof H�ttig		/files/projects/Basis_Set_Curators/Gaussian/contrib/haettig_new_18/CC-PWCV5Z-RITIGHT.xml
cc-pwCVDZ	0	published	orbital	Mon, 15 Jan 2007 23:46:20 GMT		Dr. David Feller	DZP     Double Zeta + Polarization + Tight Core	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PWCVDZ-AGG.xml
cc-pwCVDZ Tight		published	tight	Mon, 15 Jan 2007 23:44:09 GMT		Dr. David Feller	1T      Tight Functions	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PWCVDZ.xml
cc-pwCVDZ-DK3	0	published	orbital	Fri, 14 Oct 2016 22:22:40 GMT	Kirk Peterson	Kirk Peterson	DKH3-contracted correlation consistent valence polarized basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/kipeters_new_36/CC-PWCVDZ-DK3.xml
cc-pwCVDZ-PP		published	ecporb	Mon, 04 Apr 2011 19:17:58 GMT		Dr. David Feller	DZP     Pseudopotential weighted Core-Valence Triple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PWCVDZ-PP.xml
cc-pwCVDZ-PP MP2 Fitting		published	orbital	Fri, 09 May 2014 23:04:31 GMT	Grant Hill	Grant Hill	cc-pwCVDZ-PP/MP2Fit auxiliary basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_22/CC-PWCVDZ-PPMP2FITTING.xml
cc-pwCVDZ-RI		published	orbital	Tue, 01 Sep 2009 23:55:04 GMT	Christof Hattig	Christof H�ttig	auxiliary basis sets for for second-order correlation methods using the resolution-of-the-identity approximation for electron repulsion integrals (RI-MP2, RI-CC2, RI-CIS(D), RI-ADC(2),...)	/files/projects/Basis_Set_Curators/Gaussian/contrib/haettig_new_28/CC-PWCVDZ-RI.xml
cc-pwCVQZ	0	published	orbital	Mon, 15 Jan 2007 23:46:19 GMT		Dr. David Feller	QZ3P    Quadruple Zeta + Polarization + Tight Core	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PWCVQZ-AGG.xml
cc-pwCVQZ-DK		published	orbital	Mon, 15 Jan 2007 23:45:42 GMT		Dr. David Feller	QZ3P    All-electron Douglas-Kroll Core-Valence Quadruple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PWCVQZ-DK.xml
cc-pwCVQZ-DK3	0	published	orbital	Fri, 14 Oct 2016 22:24:31 GMT	Kirk Peterson	Kirk Peterson	DKH3-contracted correlation consistent valence polarized basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/kipeters_new_38/CC-PWCVQZ-DK3.xml
cc-pwCVQZ-NR		published	orbital	Mon, 15 Jan 2007 23:45:47 GMT		Dr. David Feller	QZ3P    All-electron non-relativistic Core-Valence Quadruple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PWCVQZ-NR.xml
cc-pwCVQZ-PP		published	ecporb	Mon, 04 Apr 2011 19:28:40 GMT		Dr. David Feller	QZ3P    Pseudopotential weighted Core-Valence Triple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PWCVQZ-PP.xml
cc-pwCVQZ-PP MP2 Fitting		published	orbital	Fri, 09 May 2014 23:20:18 GMT	Grant Hill	Grant Hill	cc-pwCVQZ-PP MP2 fitting auxiliary basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_24/CC-PWCVQZ-PPMP2FITTING.xml
cc-pwCVQZ-RI		published	orbital	Tue, 01 Sep 2009 23:55:52 GMT	Christof Hattig	Christof H�ttig	auxiliary basis sets for for second-order correlation methods using the resolution-of-the-identity approximation for electron repulsion integrals (RI-MP2, RI-CC2, RI-CIS(D), RI-ADC(2),...)	/files/projects/Basis_Set_Curators/Gaussian/contrib/haettig_new_30/CC-PWCVQZ-RI.xml
cc-pwCVTZ	0	published	orbital	Mon, 15 Jan 2007 23:46:19 GMT		Dr. David Feller	TZ2P    Triple Zeta + Polarization + Tight Core	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PWCVTZ-AGG.xml
cc-pwCVTZ-DK		published	orbital	Wed, 30 Apr 2008 22:35:54 GMT		Dr. David Feller	TZ2P    All-electron Douglas-Kroll Core-Valence Triple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PWCVTZ-DK.xml
cc-pwCVTZ-DK3	0	published	orbital	Fri, 14 Oct 2016 22:24:02 GMT	Kirk Peterson	Kirk Peterson	DKH3-contracted correlation consistent valence polarized basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/kipeters_new_37/CC-PWCVTZ-DK3.xml
cc-pwCVTZ-NR		published	orbital	Mon, 15 Jan 2007 23:45:48 GMT		Dr. David Feller	TZ2P    All-electron non-relativistic Core-Valence Triple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PWCVTZ-NR.xml
cc-pwCVTZ-NR MP2 Fitting		published	orbital	Fri, 09 May 2014 23:15:55 GMT	Grant Hill	Grant Hill	MP2 auxiliary basis for use with cc-pwCVTZ-NR AO basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_43/CC-PWCVTZ-NRMP2FITTING.xml
cc-pwCVTZ-PP		published	ecporb	Mon, 11 Apr 2011 16:57:21 GMT		Dr. David Feller	TZ2P    Pseudopotential weighted Core-Valence Triple Zeta + Polarization	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PWCVTZ-PP.xml
cc-pwCVTZ-PP MP2 Fitting		published	orbital	Fri, 09 May 2014 23:11:32 GMT	Grant Hill	Grant Hill	cc-pwCVTZ-PP MP2 fitting auxiliary basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/GHill_new_23/CC-PWCVTZ-PPMP2FITTING.xml
cc-pwCVTZ-RI		published	orbital	Tue, 01 Sep 2009 23:55:30 GMT	Christof Hattig	Christof H�ttig	auxiliary basis sets for for second-order correlation methods using the resolution-of-the-identity approximation for electron repulsion integrals (RI-MP2, RI-CC2, RI-CIS(D), RI-ADC(2),...)	/files/projects/Basis_Set_Curators/Gaussian/contrib/haettig_new_29/CC-PWCVTZ-RI.xml
ccemd-2	0	published	orbital	Thu, 28 Feb 2013 00:50:15 GMT	Susi Lehtola	Susi Lehtola		/files/projects/Basis_Set_Curators/Gaussian/contrib/jussilehtola_new_6/CCEMD-2.xml
ccemd-3	0	published	orbital	Thu, 28 Feb 2013 00:52:01 GMT	Susi Lehtola	Susi Lehtola	The ccemd-3 basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/jussilehtola_new_7/CCEMD-3.xml
ccJ-pV5Z	0	published	orbital	Wed, 17 Dec 2008 23:44:32 GMT	Udo Benedikt, Alexander Auer	Udo Benedikt	augmented quintuple zeta Dunning basis sets optimized for spin-spin coupling constants	/files/projects/Basis_Set_Curators/Gaussian/contrib/beud_new_2/CCJ-PV5Z.xml
